TransactionID,Amount,TransactionType,Location,MerchantCategory,PaymentMethod,TransactionHour,IsFraud
TXN13631,2441.46,Online,Lucknow,Clothing,Credit Card,18,0
TXN13632,3220.79,POS,Chennai,Grocery,UPI,14,0
TXN13633,1490.02,POS,Chennai,Healthcare,UPI,1,0
TXN13634,3777.65,POS,Pune,Clothing,Debit Card,13,0
TXN13635,2628.77,POS,Lucknow,Clothing,UPI,11,0
TXN13636,3565.42,Online,Jaipur,Food,Credit Card,7,0
TXN13637,21771.11,ATM,Mumbai,Fuel,Credit Card,15,0
TXN13638,1003.97,POS,Bengaluru,Entertainment,Net Banking,22,0
TXN13639,1112.56,POS,Mumbai,Electronics,Debit Card,20,0
TXN13640,743.98,POS,Varanasi,Entertainment,UPI,15,0
TXN13641,505.59,POS,Pune,Fuel,Credit Card,9,0
TXN13642,7790.76,ATM,Mumbai,Healthcare,UPI,8,0
TXN13643,1689.03,POS,Mumbai,Travel,Credit Card,18,0
TXN13644,1148.53,POS,Mumbai,Grocery,Debit Card,12,0
TXN13645,1445.88,Online,Hyderabad,Entertainment,Credit Card,15,1
TXN13646,1971.29,POS,Delhi,Electronics,Credit Card,19,0
TXN13647,4522.08,Online,Mumbai,Fuel,Debit Card,16,0
TXN13648,2348.9,POS,Bengaluru,Food,UPI,7,0
TXN13649,3829.89,Online,Pune,Electronics,Credit Card,23,0
TXN13650,5060.17,ATM,Varanasi,Clothing,UPI,8,0
TXN13651,3232.78,Online,Delhi,Clothing,Credit Card,23,0
TXN13652,1474.3,POS,Kolkata,Travel,Credit Card,14,0
TXN13653,4069.16,Online,Bengaluru,Healthcare,Net Banking,20,0
TXN13654,2505.66,POS,Bengaluru,Grocery,Net Banking,8,0
TXN13655,5412.16,POS,Hyderabad,Grocery,Debit Card,20,0
TXN13656,1496.2,POS,Hyderabad,Food,UPI,8,0
TXN13657,414.13,POS,Pune,Travel,Credit Card,21,0
TXN13658,5918.32,Online,Bengaluru,Grocery,Debit Card,13,0
TXN13659,4545.49,Online,Lucknow,Healthcare,Credit Card,20,0
TXN13660,1906.7,ATM,Lucknow,Fuel,Net Banking,10,0
TXN13661,2683.64,Online,Pune,Clothing,Net Banking,18,0
TXN13662,6356.42,Online,Mumbai,Fuel,Debit Card,19,0
TXN13663,2096.34,POS,Chennai,Fuel,UPI,14,0
TXN13664,2876.82,POS,Kolkata,Travel,UPI,20,0
TXN13665,4892.72,Online,Varanasi,Electronics,Credit Card,18,0
TXN13666,241.81,POS,Hyderabad,Entertainment,UPI,11,0
TXN13667,3980.29,Online,Varanasi,Entertainment,Credit Card,21,0
TXN13668,710.95,POS,Chennai,Travel,Debit Card,11,0
TXN13669,2040.44,POS,Jaipur,Fuel,UPI,18,0
TXN13670,2014.58,POS,Pune,Travel,Debit Card,18,0
TXN13671,2752.09,POS,Mumbai,Healthcare,Debit Card,8,0
TXN13672,4283.51,POS,Delhi,Healthcare,Debit Card,13,0
TXN13673,2755.69,Online,Mumbai,Grocery,UPI,16,0
TXN13674,264.7,POS,Bengaluru,Entertainment,Credit Card,9,0
TXN13675,824.53,Online,Mumbai,Food,Credit Card,7,0
TXN13676,2027.46,POS,Bengaluru,Food,UPI,15,0
TXN13677,1956.46,POS,Varanasi,Fuel,Debit Card,8,0
TXN13678,1112.7,POS,Jaipur,Healthcare,UPI,19,0
TXN13679,1431.07,Online,Hyderabad,Grocery,Credit Card,20,0
TXN13680,3661.31,POS,Jaipur,Grocery,Credit Card,7,0
TXN13681,4022.72,Online,Bengaluru,Grocery,Debit Card,18,0
TXN13682,884.45,POS,Delhi,Fuel,Debit Card,18,0
TXN13683,6170.08,Online,Chennai,Fuel,Net Banking,6,0
TXN13684,1797.6,POS,Varanasi,Healthcare,Credit Card,16,0
TXN13685,2447.21,Online,Varanasi,Food,UPI,16,0
TXN13686,13336.77,Online,Mumbai,Grocery,Debit Card,14,0
TXN13687,2492.21,ATM,Hyderabad,Healthcare,UPI,18,0
TXN13688,250.76,POS,Mumbai,Electronics,Net Banking,10,0
TXN13689,947.98,POS,Mumbai,Electronics,Debit Card,10,0
TXN13690,387.17,POS,Bengaluru,Clothing,Credit Card,21,0
TXN13691,8895.86,Online,Chennai,Electronics,Net Banking,17,0
TXN13692,2648.54,Online,Hyderabad,Travel,UPI,12,0
TXN13693,2070.38,Online,Mumbai,Clothing,Debit Card,17,0
TXN13694,2350.01,POS,Varanasi,Electronics,Credit Card,19,0
TXN13695,1275.94,POS,Mumbai,Travel,Debit Card,11,0
TXN13696,1821.52,POS,Kolkata,Electronics,UPI,15,0
TXN13697,1939.32,ATM,Pune,Healthcare,UPI,8,0
TXN13698,6234.03,Online,Varanasi,Entertainment,Net Banking,16,0
TXN13699,8496.1,ATM,Kolkata,Travel,Debit Card,18,0
TXN13700,1266.31,POS,Pune,Grocery,Credit Card,18,0
TXN13701,4345.59,Online,Delhi,Healthcare,Debit Card,22,0
TXN13702,6309.85,Online,Kolkata,Entertainment,Credit Card,9,1
TXN13703,1047.09,POS,Bengaluru,Travel,Debit Card,6,0
TXN13704,5452.94,Online,Delhi,Healthcare,Debit Card,22,0
TXN13705,4175.25,ATM,Lucknow,Grocery,UPI,17,0
TXN13706,3342.47,ATM,Hyderabad,Travel,Debit Card,15,0
TXN13707,7059.29,Online,Varanasi,Travel,Credit Card,13,0
TXN13708,941.49,POS,Lucknow,Entertainment,Net Banking,13,0
TXN13709,1003.37,POS,Varanasi,Healthcare,Net Banking,11,0
TXN13710,6578.47,ATM,Hyderabad,Electronics,Debit Card,17,0
TXN13711,1892.14,POS,Hyderabad,Travel,Net Banking,1,0
TXN13712,5328.07,Online,Varanasi,Electronics,Debit Card,15,1
TXN13713,585.7,Online,Hyderabad,Travel,Credit Card,6,1
TXN13714,1909.14,Online,Kolkata,Food,UPI,18,0
TXN13715,2980.36,ATM,Jaipur,Clothing,UPI,22,0
TXN13716,1831.28,POS,Chennai,Electronics,UPI,9,0
TXN13717,3260.37,POS,Varanasi,Electronics,UPI,10,0
TXN13718,1625.47,POS,Lucknow,Entertainment,Debit Card,15,0
TXN13719,1708.85,POS,Lucknow,Grocery,Credit Card,14,0
TXN13720,1155.8,POS,Hyderabad,Food,Credit Card,20,0
TXN13721,763.13,POS,Varanasi,Grocery,Credit Card,8,0
TXN13722,3273.08,Online,Jaipur,Food,Debit Card,15,0
TXN13723,10691.73,ATM,Jaipur,Food,Debit Card,21,0
TXN13724,330.96,POS,Chennai,Fuel,UPI,17,0
TXN13725,2991.79,POS,Kolkata,Healthcare,UPI,10,0
TXN13726,5301.6,ATM,Chennai,Healthcare,UPI,6,0
TXN13727,4080.3,POS,Bengaluru,Healthcare,Credit Card,13,0
TXN13728,4222.89,POS,Lucknow,Travel,UPI,14,0
TXN13729,1275.96,POS,Jaipur,Entertainment,UPI,8,0
TXN13730,11370.8,Online,Hyderabad,Grocery,Net Banking,14,1
TXN13731,1072.06,POS,Jaipur,Clothing,Debit Card,17,0
TXN13732,5304.68,ATM,Jaipur,Food,Credit Card,14,0
TXN13733,1531.96,POS,Pune,Food,Net Banking,10,0
TXN13734,4520.62,Online,Lucknow,Entertainment,Net Banking,22,0
TXN13735,1267.46,POS,Bengaluru,Electronics,Credit Card,8,0
TXN13736,1006.87,POS,Chennai,Travel,Debit Card,16,0
TXN13737,8637.98,Online,Bengaluru,Clothing,UPI,18,0
TXN13738,6330.67,Online,Pune,Healthcare,Credit Card,10,0
TXN13739,861.58,Online,Kolkata,Food,UPI,12,0
TXN13740,7744.09,Online,Bengaluru,Electronics,Credit Card,13,0
TXN13741,4192.19,ATM,Jaipur,Grocery,Debit Card,17,0
TXN13742,5115.73,Online,Delhi,Food,Debit Card,14,1
TXN13743,2961.59,Online,Varanasi,Electronics,Credit Card,9,0
TXN13744,1558.13,POS,Bengaluru,Grocery,Debit Card,21,0
TXN13745,1228.16,POS,Varanasi,Travel,Debit Card,12,0
TXN13746,1979.69,POS,Pune,Healthcare,Credit Card,12,0
TXN13747,2566.4,Online,Bengaluru,Entertainment,Credit Card,19,0
TXN13748,3226.22,POS,Bengaluru,Grocery,Debit Card,15,0
TXN13749,1684.69,POS,Mumbai,Food,Debit Card,10,0
TXN13750,240.96,ATM,Jaipur,Fuel,Net Banking,21,0
TXN13751,674.97,ATM,Hyderabad,Fuel,Debit Card,19,0
TXN13752,1062.33,ATM,Varanasi,Clothing,Credit Card,16,0
TXN13753,2689.08,POS,Kolkata,Grocery,Debit Card,14,0
TXN13754,11568.03,Online,Mumbai,Clothing,UPI,17,0
TXN13755,1857.97,POS,Jaipur,Clothing,Credit Card,12,0
TXN13756,4973.02,POS,Pune,Grocery,Debit Card,18,0
TXN13757,1391.87,POS,Varanasi,Entertainment,Debit Card,3,0
TXN13758,5419.29,POS,Chennai,Entertainment,UPI,12,0
TXN13759,1732.5,POS,Pune,Fuel,UPI,16,0
TXN13760,3621.87,Online,Hyderabad,Travel,Credit Card,16,0
TXN13761,2402.22,POS,Varanasi,Entertainment,Debit Card,7,0
TXN13762,7414.8,Online,Pune,Grocery,Credit Card,18,0
TXN13763,4036.53,Online,Mumbai,Fuel,Credit Card,7,0
TXN13764,1952.3,POS,Pune,Entertainment,UPI,18,0
TXN13765,10121.38,Online,Hyderabad,Electronics,Debit Card,21,0
TXN13766,570.75,POS,Hyderabad,Healthcare,Credit Card,23,0
TXN13767,2305.3,Online,Delhi,Clothing,Debit Card,16,0
TXN13768,2204.16,POS,Bengaluru,Healthcare,UPI,18,0
TXN13769,6807.14,POS,Chennai,Fuel,UPI,10,0
TXN13770,3166.25,POS,Chennai,Food,Net Banking,12,0
TXN13771,3919.02,Online,Mumbai,Clothing,Credit Card,0,0
TXN13772,7004.27,ATM,Hyderabad,Fuel,Credit Card,19,0
TXN13773,663.63,POS,Delhi,Food,Debit Card,18,0
TXN13774,9879.28,Online,Jaipur,Electronics,Debit Card,10,0
TXN13775,4624.58,Online,Delhi,Electronics,Debit Card,14,0
TXN13776,4077.22,ATM,Kolkata,Healthcare,Debit Card,18,0
TXN13777,9549.14,Online,Pune,Electronics,Debit Card,17,0
TXN13778,11838.74,Online,Bengaluru,Fuel,Net Banking,11,0
TXN13779,4990.1,Online,Delhi,Fuel,UPI,12,0
TXN13780,4194.09,ATM,Pune,Grocery,Debit Card,8,0
TXN13781,5889.95,POS,Bengaluru,Clothing,Debit Card,8,0
TXN13782,2854.99,POS,Varanasi,Food,Credit Card,13,0
TXN13783,2019.18,POS,Kolkata,Entertainment,Debit Card,14,0
TXN13784,4135.94,Online,Kolkata,Healthcare,Debit Card,22,0
TXN13785,1154.37,Online,Hyderabad,Healthcare,Credit Card,14,0
TXN13786,1087.42,POS,Kolkata,Electronics,Net Banking,9,0
TXN13787,1368.42,Online,Varanasi,Electronics,Credit Card,9,0
TXN13788,3230.09,POS,Hyderabad,Fuel,Credit Card,11,0
TXN13789,1171.57,POS,Lucknow,Food,UPI,21,0
TXN13790,3675.01,ATM,Jaipur,Clothing,Debit Card,19,0
TXN13791,1578.98,POS,Mumbai,Clothing,Debit Card,14,0
TXN13792,1859.95,POS,Pune,Fuel,Credit Card,22,0
TXN13793,2469.25,Online,Jaipur,Healthcare,UPI,9,0
TXN13794,2000.66,Online,Jaipur,Food,Credit Card,13,1
TXN13795,2742.79,POS,Chennai,Healthcare,Debit Card,0,0
TXN13796,374.42,Online,Delhi,Fuel,Net Banking,20,0
TXN13797,2190.97,Online,Kolkata,Entertainment,Debit Card,8,1
TXN13798,1137.4,POS,Lucknow,Travel,UPI,22,0
TXN13799,1756.1,POS,Delhi,Clothing,UPI,14,0
TXN13800,3362.38,Online,Mumbai,Food,Debit Card,23,0
TXN13801,2119.71,POS,Delhi,Entertainment,UPI,15,0
TXN13802,1962.68,ATM,Chennai,Food,UPI,13,0
TXN13803,1467.0,Online,Mumbai,Healthcare,Net Banking,14,0
TXN13804,6835.77,ATM,Varanasi,Electronics,Debit Card,20,0
TXN13805,1213.54,POS,Varanasi,Fuel,Net Banking,12,0
TXN13806,10971.83,ATM,Hyderabad,Food,Debit Card,20,0
TXN13807,796.77,POS,Delhi,Healthcare,UPI,21,0
TXN13808,2145.64,POS,Pune,Grocery,Credit Card,11,0
TXN13809,1720.7,POS,Lucknow,Electronics,Debit Card,21,0
TXN13810,2185.82,POS,Chennai,Electronics,Debit Card,9,0
TXN13811,4157.21,Online,Mumbai,Clothing,Credit Card,20,0
TXN13812,2007.03,POS,Lucknow,Travel,Credit Card,9,0
TXN13813,2403.98,POS,Delhi,Clothing,Debit Card,18,0
TXN13814,2973.02,Online,Pune,Grocery,Debit Card,23,0
TXN13815,2116.05,POS,Delhi,Healthcare,Credit Card,7,0
TXN13816,3595.55,Online,Kolkata,Fuel,Credit Card,9,0
TXN13817,2146.6,POS,Kolkata,Electronics,Credit Card,12,0
TXN13818,12353.82,Online,Chennai,Electronics,UPI,12,0
TXN13819,6684.09,Online,Mumbai,Entertainment,UPI,9,0
TXN13820,936.93,POS,Mumbai,Food,Debit Card,14,0
TXN13821,741.3,POS,Jaipur,Fuel,Credit Card,19,1
TXN13822,790.43,POS,Chennai,Travel,UPI,19,0
TXN13823,13099.45,Online,Chennai,Travel,Debit Card,14,0
TXN13824,2616.4,POS,Pune,Food,Credit Card,11,0
TXN13825,3089.8,POS,Kolkata,Fuel,Credit Card,10,0
TXN13826,1721.47,POS,Mumbai,Grocery,Net Banking,18,0
TXN13827,1117.61,POS,Delhi,Travel,Credit Card,7,0
TXN13828,3683.58,Online,Chennai,Electronics,UPI,15,0
TXN13829,8450.05,Online,Hyderabad,Grocery,Debit Card,15,0
TXN13830,2292.3,POS,Bengaluru,Clothing,UPI,8,0
TXN13831,3881.56,POS,Mumbai,Fuel,Debit Card,14,0
TXN13832,10027.13,Online,Varanasi,Clothing,Credit Card,10,1
TXN13833,6677.1,Online,Mumbai,Grocery,Credit Card,9,0
TXN13834,1848.21,POS,Hyderabad,Electronics,Net Banking,7,0
TXN13835,1354.38,POS,Mumbai,Entertainment,Debit Card,9,0
TXN13836,1473.44,POS,Hyderabad,Clothing,Debit Card,17,0
TXN13837,784.09,ATM,Bengaluru,Healthcare,UPI,18,0
TXN13838,693.9,POS,Jaipur,Electronics,Credit Card,10,0
TXN13839,2820.16,ATM,Pune,Food,Debit Card,16,0
TXN13840,4276.34,Online,Bengaluru,Travel,Debit Card,12,0
TXN13841,5302.23,Online,Lucknow,Entertainment,Credit Card,15,0
TXN13842,1202.0,POS,Jaipur,Entertainment,Credit Card,10,0
TXN13843,1384.9,POS,Pune,Grocery,UPI,4,0
TXN13844,2449.66,POS,Kolkata,Travel,Debit Card,11,0
TXN13845,1844.67,POS,Hyderabad,Food,UPI,9,0
TXN13846,3443.94,Online,Chennai,Clothing,Credit Card,18,0
TXN13847,3070.99,ATM,Lucknow,Entertainment,Debit Card,18,0
TXN13848,2079.62,Online,Bengaluru,Healthcare,Credit Card,7,0
TXN13849,2628.41,Online,Mumbai,Electronics,UPI,12,0
TXN13850,1767.12,POS,Bengaluru,Fuel,Debit Card,7,0
TXN13851,1301.52,POS,Pune,Entertainment,UPI,18,0
TXN13852,4716.9,POS,Lucknow,Entertainment,UPI,1,0
TXN13853,3056.1,Online,Delhi,Electronics,Debit Card,13,0
TXN13854,4239.81,ATM,Pune,Food,Debit Card,8,0
TXN13855,11008.32,Online,Jaipur,Grocery,Debit Card,17,0
TXN13856,2014.72,POS,Bengaluru,Entertainment,UPI,9,0
TXN13857,2003.24,POS,Bengaluru,Entertainment,Debit Card,13,0
TXN13858,1254.15,Online,Lucknow,Travel,UPI,0,0
TXN13859,1983.35,POS,Hyderabad,Fuel,Credit Card,23,0
TXN13860,396.78,Online,Lucknow,Healthcare,UPI,19,0
TXN13861,6740.15,Online,Chennai,Clothing,Credit Card,9,0
TXN13862,7060.87,Online,Bengaluru,Grocery,Debit Card,13,0
TXN13863,1231.12,POS,Hyderabad,Fuel,Net Banking,14,0
TXN13864,4036.73,POS,Hyderabad,Healthcare,UPI,10,0
TXN13865,3435.77,POS,Lucknow,Healthcare,Credit Card,7,0
TXN13866,3060.71,POS,Kolkata,Food,UPI,16,0
TXN13867,1574.52,POS,Pune,Fuel,UPI,20,0
TXN13868,9030.84,Online,Jaipur,Food,Credit Card,16,0
TXN13869,8249.5,Online,Kolkata,Electronics,Credit Card,17,0
TXN13870,3075.47,POS,Bengaluru,Clothing,Debit Card,16,0
TXN13871,3283.85,POS,Bengaluru,Grocery,Net Banking,13,0
TXN13872,3661.93,POS,Bengaluru,Electronics,Credit Card,8,0
TXN13873,4932.0,POS,Varanasi,Entertainment,Debit Card,9,0
TXN13874,3635.95,Online,Mumbai,Clothing,Credit Card,11,0
TXN13875,2445.74,POS,Delhi,Travel,Debit Card,11,0
TXN13876,3297.38,POS,Varanasi,Travel,Debit Card,15,0
TXN13877,1839.14,POS,Delhi,Electronics,Credit Card,13,0
TXN13878,1385.45,Online,Hyderabad,Grocery,Credit Card,17,0
TXN13879,5908.11,Online,Bengaluru,Clothing,Net Banking,20,0
TXN13880,485.13,POS,Chennai,Travel,Net Banking,5,0
TXN13881,8672.89,Online,Jaipur,Travel,Debit Card,14,0
TXN13882,3454.57,Online,Lucknow,Grocery,Credit Card,9,0
TXN13883,2382.4,ATM,Jaipur,Fuel,UPI,21,0
TXN13884,757.06,POS,Chennai,Electronics,Debit Card,15,0
TXN13885,5042.06,ATM,Lucknow,Food,UPI,21,0
TXN13886,3546.99,ATM,Hyderabad,Entertainment,UPI,17,0
TXN13887,2284.24,ATM,Chennai,Healthcare,UPI,8,0
TXN13888,1290.97,Online,Bengaluru,Entertainment,Debit Card,20,0
TXN13889,4525.53,Online,Chennai,Clothing,Net Banking,11,0
TXN13890,1067.68,POS,Bengaluru,Travel,UPI,18,0
TXN13891,6011.91,Online,Chennai,Healthcare,UPI,14,0
TXN13892,6560.36,Online,Chennai,Healthcare,Credit Card,18,0
TXN13893,3828.64,Online,Kolkata,Food,UPI,15,0
TXN13894,1587.64,POS,Jaipur,Healthcare,Debit Card,21,0
TXN13895,10291.02,Online,Delhi,Grocery,Debit Card,14,1
TXN13896,2905.16,Online,Varanasi,Electronics,Credit Card,6,1
TXN13897,1067.01,POS,Kolkata,Clothing,Net Banking,13,0
TXN13898,1921.55,Online,Delhi,Grocery,UPI,22,0
TXN13899,6672.24,Online,Kolkata,Electronics,UPI,19,0
TXN13900,4899.78,Online,Mumbai,Grocery,Credit Card,17,0
TXN13901,1572.69,POS,Lucknow,Travel,Debit Card,8,0
TXN13902,3831.07,POS,Bengaluru,Travel,UPI,9,0
TXN13903,7551.57,ATM,Varanasi,Food,Credit Card,18,0
TXN13904,2281.63,POS,Kolkata,Grocery,UPI,18,0
TXN13905,3054.69,Online,Kolkata,Entertainment,Credit Card,12,0
TXN13906,3080.19,Online,Hyderabad,Healthcare,UPI,23,0
TXN13907,2025.38,Online,Chennai,Travel,UPI,18,0
TXN13908,3714.22,POS,Mumbai,Fuel,Credit Card,21,1
TXN13909,17098.78,Online,Varanasi,Electronics,Debit Card,4,0
TXN13910,3183.88,POS,Varanasi,Fuel,Debit Card,17,0
TXN13911,3148.69,POS,Lucknow,Fuel,Net Banking,19,0
TXN13912,1241.67,POS,Varanasi,Food,UPI,19,0
TXN13913,2852.93,POS,Pune,Fuel,UPI,17,0
TXN13914,4171.97,ATM,Varanasi,Fuel,Debit Card,16,0
TXN13915,4430.56,ATM,Kolkata,Fuel,UPI,18,0
TXN13916,1004.5,POS,Pune,Healthcare,UPI,3,0
TXN13917,3846.12,Online,Delhi,Clothing,Debit Card,19,0
TXN13918,1258.16,POS,Chennai,Grocery,Net Banking,11,0
TXN13919,1487.85,Online,Pune,Entertainment,Credit Card,19,0
TXN13920,3961.41,Online,Delhi,Fuel,Debit Card,19,0
TXN13921,2034.83,ATM,Mumbai,Fuel,Credit Card,10,0
TXN13922,5605.61,POS,Jaipur,Travel,Debit Card,18,0
TXN13923,1114.02,Online,Bengaluru,Entertainment,UPI,11,0
TXN13924,2943.89,POS,Kolkata,Healthcare,Debit Card,18,0
TXN13925,4537.28,ATM,Pune,Electronics,UPI,9,0
TXN13926,1409.04,POS,Jaipur,Grocery,Credit Card,7,0
TXN13927,9144.29,Online,Chennai,Entertainment,Credit Card,16,0
TXN13928,2022.67,Online,Hyderabad,Electronics,UPI,9,0
TXN13929,5107.67,Online,Mumbai,Food,UPI,21,0
TXN13930,1569.89,POS,Bengaluru,Travel,Debit Card,8,0
TXN13931,11867.29,ATM,Chennai,Travel,Net Banking,16,0
TXN13932,1016.98,POS,Mumbai,Food,UPI,18,0
TXN13933,4446.38,Online,Hyderabad,Electronics,Debit Card,0,0
TXN13934,1937.68,POS,Delhi,Entertainment,Credit Card,20,0
TXN13935,1931.77,POS,Hyderabad,Grocery,Credit Card,18,0
TXN13936,9587.44,Online,Pune,Electronics,UPI,19,0
TXN13937,2159.06,POS,Bengaluru,Grocery,Debit Card,6,0
TXN13938,2907.12,POS,Varanasi,Healthcare,Debit Card,12,0
TXN13939,3439.8,POS,Lucknow,Fuel,Debit Card,17,0
TXN13940,3998.15,POS,Kolkata,Food,Debit Card,10,0
TXN13941,14390.92,Online,Kolkata,Clothing,UPI,20,0
TXN13942,1516.44,ATM,Delhi,Grocery,UPI,13,0
TXN13943,1571.74,POS,Chennai,Travel,Debit Card,19,0
TXN13944,390.64,POS,Bengaluru,Fuel,Debit Card,20,0
TXN13945,2163.59,POS,Varanasi,Healthcare,Credit Card,14,1
TXN13946,1398.65,POS,Delhi,Travel,UPI,10,0
TXN13947,1053.59,Online,Lucknow,Healthcare,UPI,12,0
TXN13948,2444.75,Online,Pune,Travel,Debit Card,14,0
TXN13949,1852.98,POS,Pune,Electronics,Debit Card,13,0
TXN13950,937.53,POS,Varanasi,Entertainment,Credit Card,0,0
TXN13951,5714.31,POS,Varanasi,Electronics,Net Banking,7,0
TXN13952,7288.68,Online,Varanasi,Electronics,Credit Card,13,0
TXN13953,5908.12,ATM,Hyderabad,Entertainment,Debit Card,13,0
TXN13954,2536.81,POS,Kolkata,Healthcare,Credit Card,21,0
TXN13955,1871.64,POS,Jaipur,Healthcare,Credit Card,10,0
TXN13956,2114.22,Online,Bengaluru,Entertainment,UPI,23,0
TXN13957,3259.51,ATM,Jaipur,Travel,Debit Card,22,0
TXN13958,2183.79,POS,Hyderabad,Grocery,Credit Card,9,0
TXN13959,1860.24,POS,Chennai,Healthcare,UPI,1,0
TXN13960,4972.69,POS,Pune,Travel,Debit Card,9,0
TXN13961,1836.04,Online,Kolkata,Grocery,Credit Card,13,0
TXN13962,4618.38,POS,Varanasi,Entertainment,Credit Card,12,0
TXN13963,2026.39,POS,Lucknow,Electronics,UPI,14,0
TXN13964,918.96,Online,Lucknow,Healthcare,Debit Card,18,0
TXN13965,3751.94,POS,Lucknow,Clothing,Net Banking,15,0
TXN13966,4491.07,Online,Bengaluru,Electronics,Debit Card,11,0
TXN13967,2911.46,POS,Varanasi,Food,Debit Card,17,1
TXN13968,3807.42,POS,Kolkata,Grocery,UPI,11,0
TXN13969,1178.41,Online,Pune,Clothing,UPI,12,0
TXN13970,2898.26,POS,Jaipur,Electronics,Debit Card,11,0
TXN13971,3514.6,ATM,Varanasi,Fuel,Net Banking,11,0
TXN13972,3245.16,Online,Varanasi,Healthcare,Debit Card,18,0
TXN13973,7213.54,POS,Hyderabad,Clothing,UPI,9,0
TXN13974,2132.03,Online,Chennai,Travel,Debit Card,19,0
TXN13975,2882.1,POS,Lucknow,Grocery,Credit Card,21,0
TXN13976,2420.08,ATM,Delhi,Food,Credit Card,10,0
TXN13977,1397.77,POS,Kolkata,Travel,Credit Card,18,0
TXN13978,3481.13,Online,Hyderabad,Fuel,Credit Card,16,0
TXN13979,2757.48,POS,Chennai,Clothing,Credit Card,11,0
TXN13980,384.62,POS,Chennai,Electronics,Net Banking,10,0
TXN13981,8150.62,Online,Mumbai,Grocery,Debit Card,22,0
TXN13982,6975.41,Online,Lucknow,Healthcare,Debit Card,18,0
TXN13983,2318.11,POS,Mumbai,Food,UPI,17,0
TXN13984,736.2,POS,Hyderabad,Electronics,Debit Card,23,0
TXN13985,4698.68,Online,Chennai,Food,Credit Card,12,0
TXN13986,2373.01,ATM,Delhi,Healthcare,Credit Card,10,0
TXN13987,1810.54,POS,Kolkata,Entertainment,Debit Card,11,0
TXN13988,579.28,POS,Mumbai,Grocery,Net Banking,9,0
TXN13989,2014.61,POS,Chennai,Clothing,Debit Card,21,0
TXN13990,3012.97,Online,Kolkata,Food,Debit Card,18,0
TXN13991,2612.01,POS,Lucknow,Grocery,Debit Card,16,0
TXN13992,1108.09,POS,Jaipur,Food,Debit Card,19,0
TXN13993,4189.04,Online,Kolkata,Electronics,Credit Card,15,0
TXN13994,1702.54,POS,Chennai,Food,UPI,9,0
TXN13995,1277.86,Online,Hyderabad,Entertainment,UPI,8,1
TXN13996,1793.33,POS,Mumbai,Electronics,UPI,15,0
TXN13997,4067.33,POS,Mumbai,Electronics,Debit Card,19,0
TXN13998,2231.07,POS,Pune,Grocery,Debit Card,9,0
TXN13999,1968.28,Online,Chennai,Travel,Net Banking,18,0
TXN14000,1105.18,POS,Pune,Healthcare,Debit Card,10,0
TXN14001,11816.95,Online,Delhi,Food,Net Banking,13,0
TXN14002,3782.91,Online,Delhi,Clothing,UPI,6,0
TXN14003,2155.13,Online,Chennai,Fuel,Net Banking,14,0
TXN14004,1208.73,POS,Mumbai,Electronics,Credit Card,9,0
TXN14005,3866.42,POS,Lucknow,Travel,Debit Card,20,0
TXN14006,5554.26,POS,Bengaluru,Electronics,UPI,22,0
TXN14007,907.69,POS,Delhi,Travel,UPI,7,0
TXN14008,3290.83,POS,Mumbai,Travel,Debit Card,15,0
TXN14009,5011.05,Online,Varanasi,Clothing,UPI,18,0
TXN14010,2869.79,POS,Varanasi,Travel,Debit Card,6,0
TXN14011,805.4,POS,Pune,Clothing,Credit Card,15,0
TXN14012,1503.31,POS,Kolkata,Grocery,UPI,22,0
TXN14013,5442.63,Online,Lucknow,Electronics,Debit Card,15,0
TXN14014,764.93,POS,Pune,Clothing,Debit Card,16,0
TXN14015,2285.23,Online,Varanasi,Healthcare,Debit Card,11,0
TXN14016,3011.46,POS,Lucknow,Entertainment,Debit Card,16,0
TXN14017,2265.57,ATM,Bengaluru,Electronics,Debit Card,21,0
TXN14018,2828.22,ATM,Kolkata,Entertainment,Debit Card,11,0
TXN14019,1812.84,POS,Pune,Healthcare,Debit Card,19,0
TXN14020,371.94,POS,Varanasi,Food,UPI,16,0
TXN14021,3946.62,POS,Delhi,Healthcare,Net Banking,10,0
TXN14022,1494.81,POS,Delhi,Grocery,Credit Card,12,0
TXN14023,4959.92,Online,Pune,Food,Debit Card,12,0
TXN14024,14986.27,Online,Bengaluru,Food,Debit Card,14,0
TXN14025,8230.39,Online,Bengaluru,Travel,UPI,8,0
TXN14026,1965.94,Online,Chennai,Healthcare,UPI,8,0
TXN14027,2691.62,POS,Kolkata,Fuel,Net Banking,12,0
TXN14028,978.84,POS,Mumbai,Travel,Debit Card,15,0
TXN14029,2497.33,Online,Bengaluru,Healthcare,UPI,16,0
TXN14030,1843.25,POS,Kolkata,Food,Credit Card,21,0
TXN14031,1158.47,Online,Bengaluru,Fuel,Net Banking,16,0
TXN14032,1959.51,POS,Chennai,Travel,Credit Card,18,0
TXN14033,2684.63,POS,Jaipur,Entertainment,Credit Card,14,0
TXN14034,2284.74,ATM,Bengaluru,Electronics,UPI,15,0
TXN14035,1615.84,POS,Kolkata,Fuel,UPI,16,0
TXN14036,2501.77,ATM,Chennai,Healthcare,Debit Card,15,0
TXN14037,4215.68,ATM,Chennai,Healthcare,Debit Card,11,0
TXN14038,6622.55,Online,Kolkata,Travel,Credit Card,23,0
